38067,0.945122
72536,0.912195
66818,0.879919
74613,0.91269
63934,0.809756
28073,0.863222
68512,0.868035
32514,0.912574
47765,1.07466
76848,0.942308
54190,0.810445
6548,0.792683
60882,0.853081
46036,1.02544
3557,0.844468
7819,0.925049
13409,0.830339
74870,0.947826
20643,1.02071
47863,1.02429
72881,0.959
21969,0.986042
42406,0.9591
57303,0.818271
80183,0.974438
20392,0.920319
78703,0.962539
16396,0.883899
67244,0.881882
26508,0.790955
60374,0.881339
13192,0.840535
69994,0.903448
82414,0.946447
35999,0.948039
6582,0.78635
61723,0.815476
84357,0.98436
51677,0.791707
68474,0.868186
64453,0.865157
26293,0.813008
29991,0.808205
17503,0.905754
83041,0.990991
55276,0.826693
39381,0.934739
21300,1.00918
14167,0.827443
62632,0.874871
61332,0.843337
44486,0.946025
6947,0.86324
59077,0.84481
79031,0.95328
63418,0.892028
72024,0.940704
25894,0.825301
79452,0.971916
45744,0.99793
56030,0.860606
47299,1.04075
2865,1.01984
67549,0.91785
85719,1.03663
61277,0.87
43600,1.00702
9361,0.923771
86238,1.03395
58182,0.788462
64921,0.871514
58787,0.856137
1517,0.998051
79566,0.962355
77845,0.917874
7407,0.824732
22468,0.992203
34310,0.867556
49884,0.743842
83428,0.971372
47940,1.0377
65789,0.854311
74105,0.905622
24753,0.802778
19426,0.914936
8258,0.882892
7681,0.873717
26452,0.83285
52225,0.803327
32513,0.899408
78645,0.930233
20074,0.954633
77817,0.927105
9874,0.968187
63215,0.832685
7208,0.815582
44031,0.99196
22450,1.02682
21223,0.977495
45155,0.957672
5755,1.0206
15738,0.874
33279,0.846389
12175,1.01843
52411,0.812621
15082,0.83128
58264,0.824324
24552,1.04277
69086,0.928934
24971,0.826214
74851,0.926361
71248,0.876579
39266,0.949803
83503,1.00409
32920,0.895626
31216,0.879917
52281,0.810888
58418,0.80597
79794,0.974206
47677,1.08784
1956,0.848126
21275,1.005
31220,0.920921
48537,1.0668
22006,0.96582
49788,0.779367
56021,0.812883
5376,0.97996
2087,0.883485
68322,0.892751
34127,0.879032
36382,0.91358
49550,0.79697
13098,0.80098
75168,0.891659
40683,0.974409
13037,0.797087
58055,0.844311
85211,1
67485,0.845
27777,0.840479
38634,0.902672
35314,0.924258
32865,0.829315
