65788,0.873846
30307,0.858847
29428,0.8
19303,1.00403
75546,0.905679
38731,0.966337
10043,0.976143
15708,0.854527
45511,1.03398
3343,0.813187
69906,0.874377
16356,0.886387
45286,0.986355
40881,0.979284
64865,0.869652
54906,0.810645
26862,0.85309
81177,0.937888
30972,0.834343
83510,0.965691
68385,0.869307
21157,0.991485
84557,0.977574
40980,0.991398
68823,0.883582
36678,0.920849
6527,0.770103
85644,0.976116
77182,0.940535
48193,1.01021
42002,0.980603
43184,0.962302
34183,0.89603
59052,0.800197
80688,0.959685
21654,0.989613
65710,0.917191
43950,1.04513
34216,0.870775
47195,1.03226
47093,1.04004
54707,0.841066
2305,0.956098
28453,0.839445
64639,0.881459
83641,0.967573
36748,0.902392
26263,0.767821
2096,0.865564
45944,1.02113
5367,1.02708
8548,0.898043
37644,0.950298
46551,1.01026
69740,0.863309
28692,0.822596
19077,0.932171
83560,0.978852
77962,0.941642
40939,0.960123
71457,0.914141
63416,0.849462
2831,1.00294
35123,0.891667
12921,0.831483
42159,1.01473
66858,0.886619
28943,0.855819
6772,0.787234
42834,0.951
84677,0.972167
8528,0.897246
47501,1.00501
20604,0.929312
4276,0.919563
30248,0.82948
23785,1.02214
69387,0.931885
23248,1.04995
23827,1.03842
74339,0.948522
85591,0.998975
12390,0.772773
11751,1.02954
52497,0.832801
29447,0.911678
8615,0.865191
61397,0.837784
17618,0.905242
77988,0.97449
21281,0.949153
37618,0.94381
20098,0.936902
77671,0.941176
85714,1.01857
26145,0.800202
30929,0.874112
66442,0.86324
80247,0.924492
46134,1.01385
44121,1.02277
30655,0.859223
73290,0.928291
46120,0.999022
70284,0.896443
26119,0.814159
15430,0.904715
67726,0.870637
40948,0.953891
81430,0.963753
22681,1.10276
25692,0.793319
66868,0.928431
53254,0.804739
81603,0.984143
80617,0.956726
79458,0.98538
5708,1.02451
24427,1.0568
10855,1.02374
36708,0.886588
60068,0.847115
27313,0.878818
85186,1.01401
53265,0.842904
54164,0.795996
78228,0.935936
62561,0.900901
73074,0.973214
25883,0.789102
76253,0.964072
6358,0.798379
81854,0.943842
74286,0.904665
25387,0.795543
45875,1.02689
54407,0.817183
44124,0.976401
31570,0.862138
68785,0.905882
81738,0.958852
55634,0.835837
56407,0.802985
47780,1.06745
23574,1.05144
72667,0.954183
52292,0.855388
61639,0.898492
76101,0.947669
48492,1.0612
58169,0.848781
83023,0.923848
25355,0.823775
21204,0.966829
57228,0.86037
30821,0.853955
26835,0.824595
41372,0.952532
28508,0.822614
22129,1.04853
79044,0.930328
60217,0.831031
33091,0.914784
5139,1.00095
77780,0.961577
71489,0.913088
75720,0.952917
26130,0.813725
22230,0.995035
75937,0.945335
46821,1.06124
33151,0.849899
30568,0.839445
42220,0.939182
29085,0.806517
35011,0.856698
32816,0.885519
77098,0.95935
28103,0.823529
28016,0.806163
51135,0.801775
47812,1.03027
9629,0.919922
49095,1.08486
38601,0.914894
47067,1.03874
31135,0.895634
68173,0.904959
73108,0.913133
78495,0.956871
3723,0.817269
51382,0.764644
15005,0.82557
39117,0.916421
54211,0.848256
11321,1.01503
36911,0.918864
54615,0.782014
32496,0.871642
1692,0.855116
25915,0.787698
3432,0.794651
75155,0.929071
85608,1
78174,0.95988
10679,1.03438
24832,0.780095
21661,1.02106
50539,0.773279
38757,0.942231
84106,0.952675
53139,0.788971
7929,0.830769
27717,0.852507
53640,0.800607
61770,0.824349
8628,0.902111
64995,0.895669
59098,0.871615
46210,1.03203
58108,0.848963
46408,1.04943
26597,0.775828
80657,0.93246
67742,0.893426
72647,0.89064
33109,0.932353
72891,0.915164
14639,0.86451
78641,0.973054
85878,0.948421
63861,0.899316
8513,0.900835
75128,0.932099
42646,0.948223
13791,0.781015
39885,0.944049
8852,0.896008
28916,0.811359
45474,1.00302
36805,0.933747
28217,0.810526
20029,0.956349
63814,0.843847
32450,0.887745
85353,0.994893
60163,0.85309
71440,0.924492
1339,1.03243
70542,0.883582
77695,0.875502
8071,0.8606
84166,1.01328
72952,0.862573
40354,0.940727
73175,0.946032
18784,0.931352
37834,0.907238
50008,0.806576
78431,0.942598
56843,0.810784
85594,0.997006
62547,0.855967
5029,0.96988
83907,0.962339
33592,0.897537
36691,0.932933
57478,0.798576
45907,0.990798
12856,0.814176
73672,0.926501
85143,1.01458
6513,0.818687
17302,0.869356
59051,0.829026
83499,0.980658
84248,0.973503
63363,0.865731
64020,0.826904
69159,0.861933
55205,0.78373
83112,1.01242
13575,0.81155
39535,0.990854
29572,0.863054
42655,1.004
74955,0.952331
73081,0.910359
62494,0.86646
32159,0.842355
21936,1.02079
55433,0.805158
5958,1.03009
68292,0.882745
53642,0.829809
41234,0.99005
26970,0.798395
7878,0.859504
21012,0.976562
68292,0.903
66404,0.815261
17512,0.889698
64398,0.907426
47580,1.04207
71526,0.882522
58659,0.798174
3049,1.04234
72165,0.913684
82441,0.969185
2495,0.959058
84616,0.990253
53446,0.808081
42510,1.01715
16247,0.888325
56308,0.816699
13565,0.828263
58029,0.831756
37099,0.951143
73419,0.902486
31655,0.840312
55113,0.806829
55936,0.787274
